Prénoms 2010;Nombre;Prénoms 2009;Nombre;Prénoms 2008;Nombre;Prénoms 2007;Nombre;Prénoms 2006;Nombre;Prénoms 2005;Nombre;Prénoms 2004;Nombre
Aymeric;14;Viviane;14;Ela;14;Younes;14;Ornella;14;Elliot;13;Brice;14
Scarlett;14;Sidonie;14;Fanta;14;Ilhan;14;Younes;14;Shaï;13;Naël;14
Maeva;14;Owen;14;Grace;14;Yaël;14;Elyes;14;Fatima;13;Syrine;14
Rémy;14;Gaël;14;Hana;14;Angelina;14;Lukas;13;Loan;13;Oumou;14
Sandro;14;Ariane;14;Harry;14;Bryan;13;Mahé;13;Melvin;13;Natacha;14
Mariama;14;Iyed;14;Ilyas;14;Lucia;13;Naïla;13;Mahé;13;Mahamadou;14
Calixte;14;Elina;14;Jean-Baptiste;14;Ilias;13;Adrian;13;Georges;13;Tania;14
Léonore;14;Cécile;14;Killian;14;Yannis;13;Maxim;13;John;13;Evann;14
Jean-Baptiste;14;Maïlys;14;Lindsay;14;Livia;13;Johan;13;Ethel;13;Hannah;14
Yoann;14;Shana;14;Lou-Ann;14;Johan;13;Cheick;13;Adem;13;Abel;14
Tao;14;Nine;14;Maïmouna;14;Ethel;13;Farès;13;Souleymane;13;Ornella;14
Alexander;14;Mahamadou;14;Marina;14;Eline;13;Alan;13;Niels;13;Younes;14
Mateo;13;Tony;14;Maxim;14;Camélia;13;Ilana;13;Elina;13;Cécilia;14
Ilyès;13;Aymen;14;Melissa;14;Gaspar;13;Irène;13;Ivan;13;Paolo;14
Lydia;13;Malia;14;Michel;14;Bakary;13;Quitterie;13;Gabriela;13;Ewen;13
Norah;13;Katia;14;Mona;14;Noha;13;Matis;13;Charline;13;Sabrine;13
Sébastien;13;Sabrina;14;Ousmane;14;Méline;13;Laëtitia;13;Marco;13;Georges;13
Lea;13;Wassim;14;Philomène;14;Eléna;13;Louka;13;Joachim;13;Idriss;13
Sonia;13;Léonore;14;Adem;13;Léana;13;Christophe;13;Ariel;13;Adem;13
Domitille;13;Ilyas;14;Adrian;13;Arnaud;13;Marco;13;Matisse;13;Marcus;13
Marwan;13;Colin;14;Alan;13;Enora;13;Charline;13;Maeva;13;Zélie;13
Émilie;13;Adel;14;Albert;13;Hanna;13;Nine;13;Ayman;13;Anas;13
Lassana;13;Ornella;14;Alyssa;13;Ariel;13;Nawel;13;Amel;13;Emily;13
Ilana;13;Élise;14;Anastasia;13;Syrine;13;Aymen;13;Perrine;13;Mélina;13
Irène;13;Ismael;14;Anissa;13;Marceau;13;Théa;13;Gustave;13;Thibaud;13
Anastasia;13;Marina;14;Anne;13;Melvil;13;Loane;13;Eytan;13;Thelma;13
Andy;13;Nikola;14;Bilel;13;Angela;13;Yoan;13;Louison;13;Ariel;13
Maïlys;13;Elio;14;Camil;13;Justin;13;Xavier;13;Frédéric;13;Zakaria;13
Cécile;13;Malik;14;Carmen;13;Oumou;13;Imen;13;Delphine;13;Joachim;13
Wael;13;Fatima;13;Elyas;13;Téo;13;Marianne;13;Emmanuelle;13;Catherine;13
Elouan;13;Ilyès;13;Emilien;13;Mahamadou;13;Anissa;13;Aïssata;13;Pierre-Louis;13
Léana;13;Boubacar;13;Emmy;13;Nesrine;13;Lou-Ann;13;André;13;Angélique;13
Gabriela;13;Norah;13;Ethel;13;Théa;13;Leïla;13;Eyal;13;Bertille;13
Syrine;13;Naïla;13;Fiona;13;Alassane;13;Charlie;13;Allan;13;Amel;13
Abdallah;13;Lukas;13;Gabriela;13;Léonore;13;Kadiatou;13;Sylvain;13;Perrine;13
Ashley;13;Jordan;13;Gaston;13;Fiona;13;Lilya;13;Fabien;13;Nawel;13
Tania;13;Marwan;13;Ilias;13;Paolo;13;Loris;13;Giulia;13;Rémy;13
Nahel;13;Diana;13;Ilyan;13;Lylia;13;Christelle;12;Cécilia;13;Lison;13
Shirel;13;Gaston;13;Ilyès;13;Ugo;13;Lior;12;Paolo;13;Maéva;13
Kenny;13;Hanaé;13;Jad;13;Emilien;13;Léandre;12;Eugène;12;Maïmouna;13
Théa;13;Déborah;13;Joan;13;Axelle;13;Fatima;12;Léandre;12;André;13
Nesrine;13;Zachary;13;Joyce;13;Lilya;13;Jordan;12;Guilhem;12;Mariama;13
Ilyan;13;Farès;13;Keren;13;Lukas;12;Romy;12;Mahaut;12;Alban;13
Maylis;13;Aksel;13;Lia;13;Ambroise;12;Gaétan;12;Oumar;12;Tiago;13
Walid;13;Swan;13;Livia;13;Loan;12;Eulalie;12;Elia;12;Flore;12
Yannick;13;Darius;13;Lucille;13;Léandre;12;Mariame;12;Maé;12;Timothé;12
Maïmouna;13;Wael;13;Mael;13;Shaï;12;Idriss;12;Kahina;12;Vianney;12
Elyes;13;Estelle;13;Malik;13;Laurène;12;Hana;12;Adrian;12;Adrian;12
Loris;13;Lya;13;Marco;13;Ewen;12;Diana;12;Coumba;12;Miguel;12
Fatou;13;Elyas;13;Mariame;13;Nell;12;Aurèle;12;Méline;12;Johan;12
Ethel;12;Kelly;13;Marley;13;Mahaut;12;Bruno;12;Assa;12;Ousmane;12
Aylan;12;Arnaud;13;Marwa;13;Adem;12;Thibaut;12;Anas;12;Maryam;12
Niels;12;Gaïa;13;Marwan;13;Clotilde;12;Clarence;12;Andy;12;Joris;12
Mayeul;12;Tania;13;Matisse;13;Liora;12;Yohann;12;Éva;12;Philomène;12
Clovis;12;Noor;13;Mohamed-Amine;13;Sidonie;12;Aurélie;12;Lilian;12;Ilies;12
Mona;12;Amel;13;Naïm;13;Karl;12;Hermine;12;Léana;12;Lucille;12
Diana;12;Leïla;13;Nell;13;Neil;12;Éléonore;12;Ferdinand;12;Zachary;12
Mayssa;12;Ilyan;13;Olympe;13;Ewan;12;Balthazar;12;Swann;12;Viviane;12
Augustine;12;Jason;13;Oriane;13;Zachary;12;Bianca;12;Franck;12;Nada;12
Sidonie;12;Maud;13;Ornella;13;Linda;12;Paola;12;Vladimir;12;Hugues;12
Méline;12;Kilian;13;Paola;13;Maïlys;12;Sam;12;Youcef;12;Tara;12
Yohann;12;Liv;13;Tim;13;Ferdinand;12;Elisabeth;12;Loïs;12;Matis;12
Anne;12;James;13;Xavier;13;Matis;12;Pierre-Louis;12;Auguste;12;Barbara;12
Ema;12;Eyal;13;Yona;13;Olympe;12;Ombeline;12;Aïssatou;12;Amadou;12
Aurélie;12;Emna;12;Aloïs;12;Amadou;12;Cédric;12;Ombeline;12;Valentina;12
Estelle;12;Élisa;12;Anaelle;12;Fanta;12;Tania;12;Oumou;12;Marceau;12
Ivan;12;Gaëtan;12;Anas;12;Asma;12;Carmen;12;Natacha;12;Marco;12
Elina;12;Leyna;12;Arnaud;12;Thierry;12;Marwa;12;Rémy;12;Justin;12
Angèle;12;Livia;12;Arthus;12;Angel;12;Maylis;12;Robinson;12;Yoan;12
Khadija;12;Jad;12;Ben;12;Dan;12;Elya;12;Yoan;12;Aline;12
Eya;12;Philippe;12;Cameron;12;Amel;12;Fiona;12;Tania;12;Nora;12
Kévin;12;Naomie;12;Caroline;12;Tania;12;Delphine;12;Charlie;12;Ashley;12
Yousra;12;Michel;12;Christian;12;Jean-Baptiste;12;Ludovic;12;Lou-Ann;12;Téo;12
Vladimir;12;Éva;12;Christophe;12;Elya;12;Sabrina;12;Colombe;12;Grace;12
Christophe;12;Assa;12;Elina;12;Colombe;12;Lilas;12;Elio;12;Charlie;12
Mellina;12;Malak;12;Enora;12;Adélaïde;12;Cassandra;12;Ornella;12;Adel;12
Soren;12;Nolann;12;Franck;12;Allan;12;Alessandro;12;Alexander;12;Jason;12
Émile;12;Thibaud;12;Gaëtan;12;Marina;12;Merlin;12;Karim;12;Christian;12
Clarisse;12;Quitterie;12;Ivan;12;Merlin;12;Elio;12;Fatou;12;Maïwenn;12
Helena;12;Youcef;12;Karl;12;Lydia;11;Eyal;12;Lou-Anne;12;Eyal;12
Milla;12;Elisabeth;12;Khadija;12;Salim;11;Tao;12;Wandrille;11;Constantin;12
Yoan;12;Célestin;12;Léana;12;Brune;11;Steven;11;Lior;11;Antony;11
Benoît;12;Henry;12;Loïs;12;Soline;11;Rodrigue;11;Joyce;11;Ambroise;11
Leo;12;Ombeline;12;Ludovic;12;Idriss;11;Lucia;11;Mateo;11;Christelle;11
André;12;Shirel;12;Mickaël;12;Aksel;11;Kahina;11;Hana;11;Ophélie;11
Line;12;Aymeric;12;Noha;12;Nadia;11;Dounia;11;Kelyan;11;Gauthier;11
Ludivine;12;Nesrine;12;Omar;12;Lily-Rose;11;Marcus;11;Julian;11;Jad;11
Ilyas;12;Maeva;12;Owen;12;Gaston;11;Eline;11;Zélie;11;Nell;11
Malek;12;Mohamed-Amine;12;Pierre-Louis;12;Amy;11;Gaëtan;11;Solenn;11;Bintou;11
Talia;11;Kim;12;Sandro;12;Stéphane;11;Haya;11;Michel;11;Samba;11
Leonardo;11;Nawel;12;Sonia;12;Aboubacar;11;Mia;11;Héléna;11;Jordan;11
Mickaël;11;Ludivine;12;Thierry;12;Louka;11;Viviane;11;Hajar;11;Zacharie;11
Mahé;11;Fiona;12;Adriana;11;Lucy;11;Liora;11;Mélina;11;Marwan;11
Kahina;11;Line;12;Agnès;11;Angelo;11;Sana;11;Sabri;11;Gaston;11
Aliya;11;Sekou;12;Anaé;11;Anaé;11;Mélodie;11;Dana;11;Erwann;11
Annabelle;11;Anissa;12;Aurélie;11;Adama;11;Matéo;11;Idir;11;Farès;11
Fatma;11;Maéva;12;Calixte;11;Elyas;11;Filip;11;Quitterie;11;Ewan;11
Adrian;11;Colette;12;Castille;11;Vladimir;11;Lia;11;Olympe;11;Diana;11
Yannis;11;Alessandro;12;Cheick;11;Pierre-Louis;11;Kamil;11;Eloi;11;Liora;11
Marcus;11;Nolhan;12;Christine;11;Matisse;11;Franck;11;Elliott;11;Michel;11
Eline;11;Maëva;12;Dounia;11;Perrine;11;Elouan;11;Asma;11;Nadir;11
Clotilde;11;Iyad;12;Frédéric;11;Aline;11;Aboubacar;11;Pacôme;11;Thierry;11
Sadio;11;Iman;12;Georges;11;Lison;11;Thibaud;11;Cléo;11;Johanna;11
Jordan;11;Killian;12;Haby;11;Salimata;11;Eléna;11;Morgan;11;Keren;11
Vianney;11;Salim;11;Hiba;11;Ludovic;11;Anaé;11;Emilia;11;Yousra;11
Marcel;11;Gauthier;11;Issam;11;Noham;11;Ange;11;Marthe;11;Raphael;11
Lily-Rose;11;Denis;11;Jonas;11;Emmanuelle;11;Melvil;11;Samantha;11;Théa;11
Ousmane;11;Thalia;11;Lamine;11;Maïwenn;11;Chris;11;Andréas;11;Gaïa;11
Assa;11;Sandra;11;Liora;11;Malik;11;Grâce;11;Nawel;11;Milla;11
Elissa;11;Harry;11;Lou-Anne;11;Elio;11;Mahamadou;11;Tanguy;11;Noor;11
Clarence;11;Hana;11;Louka;11;Ornella;11;Moustapha;11;Ilyas;11;Brian;11
Marilou;11;Selyan;11;Lucy;11;Cameron;11;Macéo;11;Cléa;11;Loïs;11
Emir;11;Adem;11;Ludivine;11;Thalia;10;Félicie;11;Karine;11;Pascal;11
Marwane;11;Sébastien;11;Maéva;11;Elijah;10;Michaël;11;Elyes;11;Brieuc;11
Bakary;11;Mariame;11;Mahaut;11;Lior;10;Tanguy;11;Anouck;11;Kilian;11
Castille;11;Dalia;11;Malak;11;Ophélie;10;Kyllian;11;Tim;11;Gaëlle;11
Warren;11;Samba;11;Marianne;11;Christopher;10;Salimata;11;Adélaïde;11;Agnès;11
Olympe;11;Safa;11;Marilou;11;Jack;10;Colombe;11;Isis;10;Marwa;11
Tara;11;Adrian;11;Mayeul;11;Sébastien;10;Pia;11;Ilias;10;Frédéric;11
Ysée;11;Fares;11;Maylis;11;Miguel;10;Joana;11;Athénaïs;10;Merlin;11
Thibaud;11;Safia;11;Mellina;11;Eulalie;10;Adel;11;Brune;10;Elvire;11
Théophane;11;Bakary;11;Noor;11;Melvyn;10;Emmanuelle;11;Auriane;10;Laurine;11
Quitterie;11;Ewan;11;Ombeline;11;Assa;10;Yannick;11;Mina;10;Maëva;11
Stéphane;11;Gabriella;11;Rita;11;Sibylle;10;Aïssata;11;Rami;10;Yaël;11
Jibril;11;Émilie;11;Robinson;11;Warren;10;Calixte;11;Olga;10;Ilyès;10
Maelys;11;Kamil;11;Swan;11;Clarence;10;Wesley;11;Sadio;10;Richard;10
Pacôme;11;Marvin;11;Tania;11;Anastasia;10;Sean;11;Gaétan;10;Ronan;10
Angelo;11;Léana;11;Valentina;11;Émilie;10;Ben;11;Annabelle;10;Emmy;10
Youcef;11;Ysée;11;Wael;11;Djénéba;10;Frédéric;11;Gaëtan;10;John;10
Nine;11;Aboubacar;11;Yoann;11;Éva;10;Cécilia;11;Béatrice;10;Cheikh;10
Lazare;11;Aliyah;11;Abdallah;10;Marcel;10;Aloïs;11;Darius;10;Mathurin;10
Nikita;11;Lilian;11;Adélaïde;10;Thibaut;10;Matias;11;Sibylle;10;Olga;10
Giovanni;11;Kévin;11;Alba;10;Kaïs;10;Paolo;11;Émilie;10;Maé;10
Janna;11;Pacôme;11;Amalia;10;Lia;10;Maëva;11;Lucille;10;Assa;10
Tony;11;Abdallah;11;André;10;Ema;10;Marina;11;Déborah;10;Nathalie;10
Angela;11;Catherine;11;Angel;10;Mouhamed;10;Élise;11;Warren;10;Déborah;10
Ismaïl;11;Vladimir;11;Anouck;10;Thelma;10;Shaïna;10;Marvin;10;Marko;10
Cléo;11;Ismaïl;11;Ari;10;Cindy;10;Stanley;10;Eléna;10;Karl;10
Idris;11;Lison;11;Boubacar;10;Marco;10;Jessy;10;Hugues;10;Neil;10
Moustapha;11;Abigaël;11;Bruno;10;Angélina;10;Naïm;10;Thibaud;10;Clovis;10
Téo;11;Rita;11;Carl;10;Maelys;10;Brayan;10;Elisabeth;10;Laëtitia;10
Camila;11;Felix;11;Cindy;10;Sandro;10;Ronan;10;Angelo;10;Gloria;10
Sabrina;11;Jean-Baptiste;11;Clothilde;10;Natacha;10;Avril;10;Johanna;10;Alya;10
Chaïma;11;Florent;11;Colin;10;Mohamed-Amine;10;Ilias;10;Catherine;10;Anne;10
Agnès;11;Leo;11;Curtis;10;Robinson;10;Camélia;10;Louisa;10;Hajar;10
Kiara;11;Wesley;11;Darius;10;Félicie;10;Olga;10;Lara;10;Marvin;10
Elio;11;Cléa;11;Delphine;10;Ombeline;10;Zélie;10;Eléa;10;Alia;10
Arthus;11;Tina;11;Diana;10;Loïs;10;Rayen;10;Timéo;10;Paola;10
Nayla;11;Grace;11;Elouan;10;Youssouf;10;Auriane;10;Sira;10;Igor;10
Vanessa;11;Alexander;11;Emeline;10;Grace;10;Cloé;10;Bilel;10;Charline;10
Leny;11;Kadiatou;11;Emmanuelle;10;Ilyan;10;Fares;10;Brahim;10;Logan;10
Léane;11;Merlin;11;Enguerrand;10;Aïssata;10;Lucille;10;Aline;10;Ryad;10
Adriana;11;Aloïs;11;Eytan;10;Leo;10;Anas;10;Sekou;10;Bilel;10
Léopoldine;11;Michael;10;Fabien;10;Élise;10;Mayssa;10;Nelson;10;Kyllian;10
Gauthier;10;Joaquim;10;Fares;10;Colette;10;Assa;10;Serena;10;Arsène;10
Joyce;10;Loan;10;Fatou;10;Habib;10;Déborah;10;Agnès;10;Patrick;10
Emna;10;Fatimata;10;Gauthier;10;Emy;10;Meriem;10;Alone;10;Jennifer;10
Lior;10;Ilona;10;Gloria;10;Neïla;10;Boris;10;Geoffroy;10;Orlane;10
Liya;10;Cloé;10;Hajar;10;Kenzo;9;Danaé;10;Yoni;10;Delphine;10
Ziyad;10;Isabelle;10;Hanaé;10;Shaïna;9;Hillel;10;Joël;10;Leïla;10
Ranya;10;Yona;10;Henry;10;Naïm;9;Lucy;10;Tali;10;Grégory;10
Michael;10;Niels;10;Idriss;10;Rudy;9;Emily;10;Talia;9;Dany;10
Lucia;10;Cyril;10;Ilona;10;Steven;9;Rébecca;10;Amélia;9;Nadine;10
Liza;10;Adame;10;Jawad;10;Celia;9;Khadija;10;Nathanaël;9;Imen;10
Boubacar;10;Naëlle;10;Joana;10;Edwin;9;Lino;10;Dora;9;Inés;10
Malick;10;Elissa;10;Jordan;10;Joyce;9;Marceau;10;Lukas;9;Nikola;10
Maïssane;10;Méline;10;Justin;10;Gaëtan;9;Johanna;10;Boubacar;9;Matias;10
Guilhem;10;Mayssa;10;Kenzo;10;Yasmina;9;Youcef;10;Soraya;9;Kiara;10
Mathurin;10;Jude;10;Lauren;10;Niels;9;Jeremy;10;Hamed;9;Giulia;10
Yuna;10;Sibylle;10;Leonardo;10;Maïssane;9;Ismaïl;10;Eulalie;9;Irina;10
Coline;10;Ousmane;10;Léonore;10;Fares;9;Perrine;10;Yuna;9;Alexander;10
Oumar;10;Anastasia;10;Lison;10;Aliya;9;Nelson;10;Maxim;9;Sherine;10
Filip;10;Maryam;10;Loris;10;Guilhem;9;Karine;10;Samba;9;Liliane;10
Farès;10;Viktor;10;Maïlys;10;Jad;9;Cléa;10;Safa;9;Lilas;10
Gaston;10;Yassin;10;Maïwenn;10;Sanaa;9;Colin;10;Mayeul;9;Dina;10
Viviane;10;Lily-Rose;10;Marvin;10;Samba;9;Mariama;10;Aliya;9;Shaï;9
Darius;10;Louka;10;Mateo;10;Mariame;9;Kilian;10;Jad;9;Soraya;9
Tiphaine;10;Mouhamed;10;Merlin;10;Sybille;9;Lirone;10;Fleur;9;Stéphanie;9
Karl;10;Olympe;10;Morgan;10;Éric;9;Wissem;10;Gaston;9;Salim;9
Philomène;10;Bianca;10;Natacha;10;Hana;9;Iman;10;Aksel;9;Naïm;9
Meriem;10;Franck;10;Nesrine;10;Déborah;9;Nabil;10;Yassin;9;Coralie;9
Fleur;10;Melchior;10;Nicole;10;Coumba;9;Colette;10;Barnabé;9;Célian;9
Emily;10;Barbara;10;Nikita;10;Arié;9;Lou-Anne;10;Yvan;9;Roxanne;9
Nada;10;Yousra;10;Oumar;10;Cyril;9;Eglantine;10;Zachary;9;Romy;9
Hajar;10;Joey;10;Pia;10;Andy;9;Tali;10;Linda;9;Mahaut;9
Lia;10;Ryad;10;Prune;10;Filip;9;Laurent;10;Bakary;9;Djeneba;9
Albert;10;Adil;10;Sekou;10;Hermine;9;Denis;9;Sana;9;Gaétan;9
Shelly;10;Nahel;10;Solenn;10;Albert;9;Kenzo;9;Éléonore;9;Priscille;9
Soan;10;Jana;10;Stéphane;10;Swann;9;Michael;9;Laëtitia;9;Emeline;9
Aïda;10;Marthe;10;Théa;10;Wael;9;Elijah;9;Ema;9;Leslie;9
Maia;10;Morgan;10;Tiffany;10;Lya;9;Isis;9;Alya;9;Sibylle;9
Elliott;10;June;10;Tiphaine;10;Boris;9;Joyce;9;Tatiana;9;Maude;9
Anaé;10;Carmen;10;Vanessa;10;Emily;9;Talia;9;Lorraine;9;Mélodie;9
Milena;10;Alycia;10;Vladimir;10;Anne;9;Wandrille;9;Louka;9;Daouda;9
Issam;10;Benoît;10;Wendy;10;Elouan;9;Jad;9;Giovanni;9;Aurèle;9
Mael;10;Hubert;10;Yani;10;Ari;9;Jack;9;Siméon;9;Éléonore;9
Jaden;10;Elya;10;Yvan;10;Sira;9;Soline;9;Paola;9;Lia;9
Bilel;10;Riyad;10;Zahra;10;Youcef;9;Enguerrand;9;Elyas;9;Melchior;9
El;10;Aïssata;10;Aïdan;9;Célestin;9;Livia;9;Angel;9;Erin;9
Bertille;10;Hayden;10;Aksel;9;Lino;9;Maé;9;Yousra;9;Giovanni;9
Robinson;10;Cassandra;10;Alexander;9;Mael;9;Roxanne;9;Grâce;9;Lino;9
Imrane;10;Constantin;10;Alon;9;Henry;9;Nell;9;Abdallah;9;Makan;9
Loane;10;Gianni;10;Alya;9;Elliott;9;Nathalie;9;Ismaïl;9;Timéo;9
Abdoul;10;Khalil;10;Amy;9;Cléophée;9;Michel;9;Mohamed-Amine;9;Lauren;9
Amel;10;Leny;10;Andréas;9;Yousra;9;Darius;9;Milla;9;Chris;9
Nahil;10;Adélaïde;10;Annaëlle;9;Keren;9;Flavie;9;Lamine;9;Angelo;9
Malone;10;Nola;10;Asma;9;Andréas;9;Luce;9;Manuela;9;Matisse;9
Adil;10;Ludmila;10;Augustine;9;Cléo;9;Noha;9;Dany;9;Stefan;9
Jason;10;Melvin;9;Benoît;9;Satine;9;Fleur;9;Yannick;9;Ombeline;9
Inés;10;Mateo;9;Catherine;9;Fabio;9;Warren;9;Maéva;9;Michaël;9
Melina;10;Camilia;9;Charly;9;Bertille;9;Éva;9;Naïs;9;Samantha;9
Elya;10;Loubna;9;Chayma;9;Leïla;9;Emeline;9;Maylis;9;Robinson;9
Fiona;10;Eulalie;9;Claudia;9;Nelson;9;Ely;9;Jason;9;Tiffany;9
Youssouf;10;Félicité;9;Cloé;9;Lamine;9;Nadir;9;Orlane;9;Ayman;9
Colette;10;Jenna;9;Cyril;9;Serena;9;Marvin;9;Lilya;9;Kenny;9
Elodie;10;Clotilde;9;Daria;9;Delphine;9;Ian;9;Ugo;9;Angela;9
Lilly;10;Auriane;9;Déborah;9;Sean;9;Gloria;9;Selim;9;Bettina;9
Marina;10;Aylan;9;Domitille;9;Nikola;9;Sabri;9;Rahma;9;Salimata;9
Neïla;10;Mathurin;9;Eléna;9;Alexander;9;Olympe;9;Eglantine;9;Gautier;9
Michelle;9;Khadidja;9;Elissa;9;Loris;9;Siméon;9;Wissem;9;Moustapha;9
Amélia;9;Clélia;9;Elya;9;Soraya;8;Baudouin;9;Flavio;9;Janna;9
Ania;9;Waël;9;Emilia;9;Melvin;8;Thierry;9;Maïwenn;9;Maïssa;9
Naïla;9;Lindsay;9;Evann;9;Loubna;8;Célestin;9;Joaquim;8;Yannick;9
Soraya;9;Demba;9;Ewan;9;Coralie;8;Helena;9;Stéphanie;8;Yoann;9
Soline;9;Tiphaine;9;Eyal;9;Maxine;8;Kim;9;Emmy;8;Fiona;9
Lyes;9;Emeline;9;Feriel;9;Nael;8;Nesrine;9;Rudy;8;Chaïma;9
Isabelle;9;Nathalie;9;Guilhem;9;Myrtille;8;Jana;9;Zakarya;8;Rim;9
Ysé;9;Arié;9;Ian;9;Margo;8;Robinson;9;Lucia;8;Nelson;9
Mahdi;9;Noha;9;Ilhan;9;Nelly;8;Sérine;9;Ophélie;8;Eglantine;9
Gabriella;9;Clothilde;9;Ismaïl;9;Harry;8;Gaïa;9;Amira;8;Guillemette;9
Demba;9;Fleur;9;Janna;9;Adrian;8;Ashley;9;Matt;8;Arthus;9
Barnabé;9;Linda;9;Jason;9;Erika;8;Aïssatou;9;Bénédicte;8;Loris;9
Liora;9;Lohan;9;Jenna;9;Clélia;8;Ayman;9;Jawad;8;Tancrède;9
Annaëlle;9;Neil;9;Jessy;9;Armel;8;El;9;Gaspar;8;Yoni;9
Lya;9;Sékou;9;Joaquim;9;Yuna;8;Carine;9;Domitille;8;Léopoldine;9
Cyprien;9;Cyprien;9;John;9;Yani;8;Kady;9;Jack;8;Emilien;9
Dana;9;Adeline;9;Laurine;9;Maxim;8;Line;9;Aimée;8;Nabil;9
Amy;9;Jibril;9;Lazare;9;Rami;8;Youssouf;9;Dalia;8;Kadiatou;9
Thelma;9;Sabri;9;Lilas;9;Anaël;8;Alassane;9;Deborah;8;Steeve;9
Amalia;9;Matis;9;Lily-Rose;9;Malak;8;Gaëlle;9;Tiphaine;8;Léandre;8
Louka;9;Emily;9;Linoï;9;Yohann;8;Lamine;9;Klara;8;Dora;8
Ian;9;Elouan;9;Louane;9;Luce;8;Agnès;9;Kaïs;8;Sylvie;8
Eléna;9;Grâce;9;Lubin;9;Viviane;8;Abigaël;9;Marcel;8;Boubacar;8
Jalil;9;Eya;9;Lucia;9;Farès;8;Alpha;9;Emeline;8;Hana;8
Angélique;9;Younès;9;Macéo;9;Francesca;8;Kiara;9;Hanaé;8;Virginie;8
Joey;9;Keren;9;Maélys;9;Hanaé;8;Neïla;9;Farès;8;Yani;8
Yara;9;Anaé;9;Mahé;9;Augustine;8;Gianni;9;Brice;8;Gwendoline;8
Sienna;9;Sira;9;Mariama;9;Joris;8;Ismael;9;Kamil;8;Nelly;8
Ayman;9;Marco;9;Mayssa;9;Demba;8;Adélaïde;9;Nada;8;Soline;8
Carmen;9;Haby;9;Mélodie;9;Abdelkader;8;Tim;9;Albert;8;Maxim;8
Isra;9;Emmie;9;Milla;9;Darius;8;Nayla;9;Niouma;8;Cheick;8
June;9;Issam;9;Nada;9;Klara;8;Daphnée;8;Fatim;8;Christina;8
Keziah;9;Amadou;9;Nadia;9;Éléonore;8;Amin;8;Blandine;8;Sékou;8
Halima;9;Loïs;9;Nahil;9;Nathaniel;8;Richard;8;Hermine;8;Marwane;8
Ombeline;9;Milla;9;Naïla;9;Barbara;8;Laurène;8;Thierry;8;Émilie;8
Kyllian;9;Angela;9;Nawel;9;Liana;8;Germain;8;Lauren;8;Mayssa;8
Kim;9;Andreas;9;Nelson;9;Thibaud;8;Minh;8;Terence;8;Paulin;8
Amicie;9;Macéo;9;Norah;9;Elina;8;Liza;8;Angélina;8;Lucy;8
Manelle;9;Théa;9;Perrine;9;Aïda;8;Ilyès;8;Daria;8;Aboubacar;8
Xavier;9;Cléo;9;Sadio;9;Alya;8;Antony;8;Milena;8;Hermine;8
Ben;9;Marc-Antoine;9;Sana;9;Amani;8;Ranya;8;Ramy;8;Ernest;8
Lamine;9;Aline;9;Satine;9;Marvin;8;Emmy;8;Syrine;8;Amy;8
Joana;9;Yoan;9;Steven;9;Chirine;8;Gonzague;8;Célestin;8;Briac;8
Colin;9;Cédric;9;Tali;9;Khadija;8;Coralie;8;Keren;8;Angélina;8
Anissa;9;Robinson;9;Térence;9;Eya;8;Félicité;8;Raphael;8;Elliott;8
Riyad;9;Melina;9;Tidiane;9;Zahra;8;Willy;8;Patrick;8;Scott;8
Hiba;9;André;9;Viktor;9;Lubin;8;Aliya;8;Tamara;8;Anaé;8
Rahma;9;Melissa;9;Wesley;9;Joey;8;Isabelle;8;Félicie;8;Seydou;8
Nikola;9;Serena;9;Zineb;9;Artus;8;Safa;8;Ashley;8;Youcef;8
Goundo;9;Xavier;9;Abderrahmane;8;Curtis;8;Eli;8;Ben;8;Auguste;8
Ornella;9;Mya;9;Abigaël;8;Angélique;8;Mathurin;8;Constant;8;Félicie;8
Irina;9;Maylis;9;Aliya;8;Helena;8;Aglaé;8;Tina;8;Jana;8
Maïwenn;9;Ben;9;Aliyah;8;Aïssatou;8;Nelly;8;Alycia;8;Fabio;8
Zadig;9;Lahna;9;Alycia;8;Nawel;8;Lea;8;Ylan;8;Jérôme;8
